Headline,IDLink,PublishDate,Source,Title,Topic,TS1,TS2,TS3,stage,label_available
"For seven months, Yanis Varoufakis was a member of the Greek parliament. As the country's finance minister, he fought valiantly against",28157,2016-03-01 09:08:25,Telegraph.co.uk,Jeremy Corbyn wants to make Britain's economy as successful as ...,economy,,,4.0,selection,True
German joblessness fell for a fifth month in February in a sign that economic momentum will continue to be underpinned by household,28152,2016-03-01 09:11:24,Bloomberg,German Unemployment Falls as Domestic Economy Shows Strength,economy,,2.0,3.0,selection,True
Going beyong recycling: The circular economy covers manufacturing optimization such as laser metal cutting to reduce over-ordering and,28158,2016-03-01 09:15:27,GreenBiz,The circular economy will put businesses in a spin,economy,,,1.0,selection,True
"Jobs grow scarce as China's economy slows """""" video. March 1, 2016. China's economy grew 6.9 per cent last year, the slowest in more than two decades.",28153,2016-03-01 09:25:26,The National,Jobs grow scarce as China's economy slows  video,economy,0.0,0.0,0.0,selection,True
There has been a lot of focus lately on estimates and forecasts for Canadian gross domestic product and what these mean for our economic,28164,2016-03-01 10:00:27,The Globe and Mail (subscription),Quantifying the impact of Canada's second-hand economy,economy,,,0.0,selection,True
"By now, it is clear that Beijing is doing everything in its power to rebalance its economy from industrial to service-based. In 2013, services",28161,2016-03-01 10:07:24,Foreign Affairs (subscription),Misreading China's Economy,economy,1.0,2.0,2.0,selection,True
"Their convergence could become the most powerful ecosystem for building economic and social value to date. It is only fitting then, that the the",28340,2016-03-01 22:03:24,Forbes,How Revolutions In Finance And Education Are Transforming ...,economy,,,46.0,selection,True
"OTTAWA """""" Amid predictions of zero growth, the economy surprised by expanding at an annual rate of 0.8 per cent in the final three months of",28346,2016-03-01 22:10:24,Toronto Star,Economy surprises with end of 2015 strength,economy,,,0.0,selection,True
"BlackRock, the world's largest asset manager, has warned that Britain's economy would be hit hard by a vote to leave the EU, with equities,",28350,2016-03-01 22:32:26,Financial Times,BlackRock warns of economic dangers of Brexit,economy,,,6.0,selection,True
"Stocks have stumbled this year as investors feared for the health of the U.S. economy at the same time that China, Europe, and Japan are",28354,2016-03-01 22:59:29,STLtoday.com,Stocks snap higher following encouraging signs on US economy,economy,,,0.0,selection,True
"China is trying to transform its giant economy from one led by basic Even so, the scandal briefly threatened Chongqing's economic future.",28362,2016-03-01 23:27:26,Reuters,Chongqing blazes economic trail as Bo scandal recedes,economy,,,9.0,selection,True
"Deflation in the euro zone has been accompanied by slowing growth, reflecting a deterioration in economic sentiment and a decline in",28365,2016-03-02 00:06:26,Irish Times,The rise of deflation in Euro zone economy,economy,,0.0,0.0,selection,True
"COUNTRY Manager for Accenture Nigeria, Mr. Niyi Yusuf, has said that raising digital investments is key to making the Nigerian economy more",28374,2016-03-02 00:25:34,Vanguard,"Digital investment, key to Nigeria's economy  Accenture Boss",economy,,,5.0,selection,True
"Australia's economy expanded faster than forecast in the final three months of last year, driven by a fall in the savings rate that spurred",28370,2016-03-02 00:39:30,Bloomberg,Australia's Economy Expands Faster Than Forecast; Currency Gains,economy,,,3.0,selection,True
"The Australian economy grew 0.6 per cent in the final quarter last year, as household consumption and public sector investment offset a fall in",28371,2016-03-02 00:56:31,Sydney Morning Herald,"GDP: Australian economy expanded 0.6% in fourth quarter, national ...",economy,,2.0,3.0,selection,True
Australian economy grew 3% in 2015 to defy end of mining boom Australia's economy defied the end of the mining boom to grow by 3% in,28381,2016-03-02 00:58:26,The Guardian,Australian economy grew 3% in 2015 to defy end of mining boom,economy,,,21.0,selection,True
"Billionaire Warren Buffett says the US economy appears weaker than he thought it would be just a few months ago, but that doesn't change his",28373,2016-03-02 00:58:33,The Advertiser,Economy weaker than Buffett expected,economy,,0.0,0.0,selection,True
Australia's dollar advanced for a third day after a government report showed the economy expanded faster last quarter than analysts forecast.,28372,2016-03-02 01:01:31,Bloomberg,Australian Dollar Rises After Economy Grows More Than Forecast,economy,0.0,0.0,0.0,selection,True
"Mr. Fuleihan said in the email, """"""We are preparing this year's executive budget in the midst of economic and fiscal uncertainty,"""""" citing volatile",28392,2016-03-02 01:37:28,New York Times,"Mayor de Blasio, With Wary Eye on World Economy, Asks Agencies ...",economy,,,4.0,selection,True
"The domestic economy managed to generate more than 200,000 jobs last month, according to a new report. By Andrew Soergel March 2, 2016",28531,2016-03-02 14:51:29,U.S. News & World Report,ADP: Economy Tacks on 214000 New Jobs in February,economy,,2.0,3.0,selection,True
"Treasury prices fell Wednesday for a second straight session, pushing yields to their highest level in a month, after fresh economic data offered",28536,2016-03-02 15:11:26,MarketWatch,Treasury yields at one-month high as ADP data suggest stronger ...,economy,,2.0,2.0,selection,True
"The world's largest fund manager, BlackRock, has warned that a Brexit vote would damage Britain's economy by leading to lower growth and",28539,2016-03-02 15:27:24,The Guardian,"Brexit would damage UK economy, warns BlackRock",economy,,3.0,3.0,selection,True
China's struggling economy has prompted credit ratings agency Moody's to lower its outlook on the government's fiscal health from stable to,28540,2016-03-02 15:44:24,Voice of America,Credit Agency Casts Further Pall on China's Economy,economy,0.0,2.0,2.0,selection,True
"They're looking to identify and promote policies that spur innovation, generate jobs and boost the economy while improving the environment",28552,2016-03-02 16:29:26,CTV News,Trudeau boosts market-oriented group on clean-economy initiative,economy,,0.0,1.0,selection,True
Since his first day in office it has been a key priority for President Obama and his Administration to deliver an open and transparent government,28551,2016-03-02 16:31:25,TechCrunch,Talking innovation in a data-enabled economy with Secretary Penny ...,economy,,37.0,38.0,selection,True
"""""""The second-hand economy as we studied it in this survey was that we were looking at the acquisition and disposition of used goods. And so",28553,2016-03-02 16:36:27,News1130,Second-hand goods give economy a nice boost: report,economy,,1.0,1.0,selection,True
"Union Bank released the results of its annual Small Business Economic Survey, and business owners in the Pacific Northwest, it turns out, """"""are",28559,2016-03-02 17:21:28,The News Tribune,Economy heading south say increasing number of Northwest ...,economy,,1.0,1.0,selection,True
"VANCOUVER""""""Prime Minister Justin Trudeau said the world economy is quickly moving towards recognizing the importance of protecting the",28564,2016-03-02 17:47:26,Toronto Star,"Canada will play leading role in new economy, Trudeau says",economy,,4.0,4.0,selection,True
"JAKARTA -- After a bruising year of economic retrenchment, Indonesian President Joko Widodo has latched onto technology as a potential",28678,2016-03-03 05:50:40,Nikkei Asian Review,Widodo promises digital economy boom for Indonesia,economy,,,4.0,selection,True
"Kazakhstan's economy has been hurt by the economic slowdown in China and recession in Russia, Kazakhstan's president said.",28680,2016-03-03 05:59:26,RadioFreeEurope/RadioLiberty,"Kazakh Leader Says Economy Hit By Russian, Chinese Woes",economy,,,0.0,selection,True
"And as the economy slows, investors are more hesitant to back ventures by untested names, preferring companies with established scale and",28681,2016-03-03 06:16:25,Fortune,Tech Start-Ups the New Gold for China's Wealthy as Economy Slows,economy,,1.0,3.0,selection,True
"The price of gold fell Thursday, resuming the precious metal's multi-year negative trend after the US economy picked up last month with",28690,2016-03-03 06:43:28,Sputnik International,Gold Price Falls as US Economy Picks Up,economy,1.0,1.0,1.0,selection,True
"SEOUL, March 3 (Yonhap) -- South Korea's finance minister pledged on Thursday to mobilize every possible means to revive the economy,",28696,2016-03-03 08:01:28,Yonhap News,Finance minister vows all-out efforts to revive economy,economy,,0.0,0.0,selection,True
"In particular, economists have been cheered by a report showing the economy capped 2015 on a stronger footing than initially thought, along",28700,2016-03-03 09:35:24,Financial Times,Improving data ease Wall Street's fears on the economy,economy,,2.0,2.0,selection,True
"World Book Day is expected to boost the UK economy by a huge """"112 million - as competitive parents splash out an average of """"16 on each",28701,2016-03-03 09:45:29,Mirror.co.uk,World Book Day 2016 'boosts economy' - but not because we're ...,economy,0.0,0.0,0.0,selection,True
"The global economy's shaky condition to say the least is now hampering growth and as a result demand for shipping is slowing down,",28862,2016-03-03 22:06:27,Hellenic Shipping News Worldwide,Global economy's jitters are slowing down shipping even further,economy,,0.0,0.0,selection,True
"20 on expectations the Bank of Canada was poised to cut interest rates to support an economy hard hit by the commodity-price rout, the",28858,2016-03-03 22:08:26,Nasdaq,Canadian Dollar Recovers on Higher Oil Prices and Hopes for ...,economy,0.0,0.0,0.0,selection,True
"LONDON, March 3 (Xinhua) -- The continuation of the robust growth seen in Britain's economy for the past three years is under threat,",28868,2016-03-03 22:10:27,Shanghai Daily (subscription),News analysis: Continued robust growth in Britain's economy may ...,economy,,,0.0,selection,True
"Interest rates could be cut towards zero after a 'triple whammy' of disappointment rocked the British economy, according to experts. Rates in the",28863,2016-03-03 22:34:32,This is Money,Interest rates cut on cards to revive flagging economy after crucial ...,economy,0.0,0.0,0.0,selection,True
"Transportation is the fourth-largest economic sector in the nation, contributing more than $1 trillion to the U.S. Gross Domestic Product, and",28896,2016-03-04 00:51:30,Arizona Capitol Times,"Technical education vital to keeping Arizona, nation's economy ...",economy,,1.0,1.0,selection,True
